#       XLXHosts.txt
#
#       Written for Pi-Star Digital Voice Node by Andy Taylor (MW0MWZ)
#       Origional idea from Jonathan Naylor (G4KLX)
#
#       Updated Sunday 6th of May 2018 06:12:59 PM BST
#
#	The format of this file is:
#	XLX Number;host;default
#
#	Downloaded from: http://www.pistar.uk/downloads/XLXHosts.txt
#	Source from: http://xlxapi.rlx.lu/api.php?do=GetXLXDMRMaster
#
#########################################################################
#
#	XLX Hosts Below
#
#########################################################################
000;23.111.174.198;4004
001;77.57.24.143;4004
002;140.82.62.162;4004
004;44.103.34.3;4001
005;87.117.229.174;4004
006;66.154.105.126;4004
007;212.227.203.37;4004
008;45.77.153.132;4004
009;118.150.164.96;4004
010;85.197.129.86;4004
011;81.95.126.168;4004
012;52.26.161.5;4004
013;34.213.176.201;4004
014;104.128.238.251;4004
015;213.202.228.119;4004
017;81.169.228.115;4003
018;212.237.50.28;4004
019;31.7.247.58;4004
020;94.177.164.25;4004
022;83.137.45.116;4004
023;185.177.59.166;4004
024;94.199.173.123;4004
026;24.233.121.226;4004
030;194.59.177.44;4004
032;158.64.26.140;4004
033;46.226.178.81;4004
036;151.12.36.112;4004
039;79.11.0.140;4004
040;109.71.45.29;4004
046;176.10.140.161;4004
047;121.94.194.94;4004
049;212.71.234.224;4004
051;93.186.254.219;4004
052;121.119.96.205;4004
053;91.214.62.136;4004
054;52.86.180.251;4004
055;52.80.4.154;4004
057;173.216.181.178;4004
058;115.162.200.98;4004
059;18.219.32.21;4004
060;212.237.36.181;4004
064;122.222.1.50;4004
067;78.226.112.146;4004
068;92.222.145.202;4004
075;5.135.162.136;4004
076;203.137.116.117;4004
078;109.10.128.221;4004
079;59.6.196.35;4004
081;121.84.13.151;4004
085;27.92.11.123;4004
087;44.137.36.209;4004
088;194.109.192.235;4004
089;194.109.192.236;4004
090;91.92.136.252;4004
092;212.237.30.36;4004
095;203.137.76.53;4004
098;118.111.10.231;4004
099;212.237.59.103;4004
100;96.94.7.196;4004
101;45.62.213.101;4004
102;23.111.174.196;4004
103;64.137.224.126;4004
104;23.111.174.197;4004
105;51.254.99.78;4004
109;182.168.129.195;4004
110;150.7.164.10;4004
111;61.195.96.160;4004
113;79.53.57.1;4004
114;5.135.188.16;4004
115;217.182.128.3;4004
116;31.185.101.211;4004
118;5.249.148.252;4004
119;125.129.207.86;4004
121;174.37.249.156;4004
122;83.137.45.100;4004
124;211.14.169.234;4004
125;213.181.208.52;4004
129;219.116.28.227;4004
130;194.59.177.45;4004
131;80.127.118.226;4004
132;91.203.55.87;4004
134;159.89.176.86;4004
145;178.59.23.138;4004
147;46.41.1.127;4004
150;80.211.10.212;4004
170;210.178.113.173;4004
171;121.162.91.45;4004
180;192.241.240.7;4004
200;185.203.119.158;4004
202;148.251.122.251;4004
206;193.190.240.227;4004
208;151.80.155.39;4004
210;64.137.224.107;4004
212;52.38.90.188;4004
214;185.47.129.230;4004
215;185.87.96.172;4004
216;74.214.25.135;4004
220;124.41.83.11;4004
222;212.43.96.84;4004
224;203.137.99.97;4004
226;94.176.6.37;4004
228;212.237.33.114;4004
229;194.191.4.54;4004
232;89.185.97.35;4004
235;5.150.254.97;4001
238;172.104.239.219;4004
241;151.80.158.227;4004
246;172.93.48.159;4004
263;85.214.193.146;4004
264;52.2.131.118;4004
266;212.237.51.82;4004
270;158.64.26.132;4004
282;211.131.186.73;4004
284;95.158.165.32;4002
290;94.176.6.45;4004
291;101.143.242.189;4004
295;64.137.160.185;4004
298;111.169.17.74;4004
299;125.236.227.43;4004
300;45.62.244.43;4004
307;104.36.40.243;4004
310;52.11.207.121;4004
311;78.47.206.12;4004
313;34.213.108.164;4001
315;65.101.7.50;4004
317;44.48.8.15;4004
321;31.207.110.45;4004
328;92.105.181.131;4004
332;188.213.168.99;4004
333;194.116.29.73;4004
335;185.206.145.2;4004
336;23.226.233.133;4004
339;198.98.53.247;4004
357;52.39.82.54;4004
359;94.156.172.213;4002
360;222.229.25.105;4004
365;59.139.141.204;4004
370;188.213.168.24;4004
373;218.228.207.35;4004
374;61.195.108.146;4004
376;75.145.119.225;4004
380;160.16.65.39;4004
382;61.116.2.231;4004
389;106.71.242.186;4004
390;149.7.214.253;4004
400;13.58.192.185;4004
410;166.78.156.246;4004
412;61.195.107.113;4004
431;61.195.98.225;4004
434;51.254.128.134;4004
438;80.211.189.236;4004
440;114.161.161.90;4004
441;203.137.99.110;4004
444;188.68.37.51;4004
449;159.89.183.117;4004
450;64.137.224.233;4004
456;54.37.204.187;4004
464;52.192.129.174;4004
470;104.49.29.243;4004
477;81.105.24.211;4004
486;51.255.172.249;4004
499;203.137.76.22;4004
502;190.148.222.28;4004
508;185.188.4.15;4004
511;84.52.159.10;4004
515;133.130.114.45;4004
518;176.9.1.168;4006
519;167.114.104.65;4004
520;119.59.125.192;4004
538;133.218.172.211;4004
544;210.131.32.240;4004
550;94.177.240.69;4004
554;52.35.183.178;4004
555;64.137.186.11;4004
569;203.137.111.98;4004
570;172.104.13.31;4004
595;175.179.56.111;4004
600;13.69.14.204;4004
601;51.141.52.193;4004
602;212.56.100.200;4004
604;139.162.241.24;4004
608;110.54.43.197;4004
626;202.137.244.157;4004
634;61.199.25.130;4004
655;146.64.235.19;4004
673;180.147.243.178;4004
684;212.237.17.83;4004
699;82.102.5.239;4004
701;61.195.107.77;4004
703;61.195.98.254;4004
706;93.186.255.126;4004
707;90.145.156.196;4004
708;202.218.37.62;4004
709;212.237.34.32;4004
711;212.237.18.27;4004
712;153.215.212.78;4004
714;85.214.119.76;4003
717;44.137.70.100;4004
722;80.211.2.161;4004
723;45.33.118.112;4004
724;75.99.228.35;4004
730;186.64.123.59;4004
732;190.159.68.105;4004
733;45.56.117.158;4004
737;195.130.75.246;4004
746;178.254.34.44;4004
747;93.209.43.98;4004
748;64.137.197.36;4004
766;201.62.48.61;4004
773;94.177.175.230;4004
775;149.202.61.17;4004
776;219.98.201.128;4004
777;194.182.66.76;4004
781;101.143.242.199;4004
787;87.154.55.239;4004
794;101.143.242.95;4004
801;213.47.71.17;4004
803;178.114.132.125;4004
806;62.203.54.167;4004
808;18.220.252.27;4004
810;64.137.238.189;4004
812;203.145.233.141;4004
813;97.76.81.165;4004
828;195.225.116.244;4004
844;137.226.79.122;4004
850;88.198.94.77;4004
870;103.3.234.95;4004
878;203.137.123.113;4004
883;153.185.31.204;4004
886;118.163.103.178;4003
887;118.163.103.177;4004
888;31.14.135.7;4004
889;37.120.35.248;4004
900;94.177.237.192;4004
903;80.211.29.226;4004
907;176.86.142.247;4004
908;92.222.23.124;4004
909;216.86.147.198;4004
911;5.196.73.89;4004
912;80.211.1.143;4004
919;80.211.232.174;4004
922;81.150.10.62;4004
925;90.255.232.101;4004
929;158.69.166.132;4004
930;94.177.160.5;4004
933;164.132.104.167;4004
935;87.21.249.244;4004
940;202.218.37.121;4004
944;202.218.34.210;4004
945;155.94.147.186;4004
950;158.64.26.134;4005
964;52.173.142.244;4004
966;203.150.19.23;4004
973;211.14.169.43;4004
974;94.177.217.52;4004
986;81.89.102.160;4004
987;185.32.183.148;4004
989;50.27.131.75;4004
991;2.237.27.66;4004
995;158.69.201.255;4004
996;47.104.177.248;4004
997;94.177.187.40;4004
998;44.140.236.20;4004
999;94.177.173.53;4004
